,run,minR,repetition,Module,Packets Sent,SF,TotalEnergyConsumed,TP,X,Y,Clustering_6
0,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[0],1379,9,0.041421482666667,10,25.556765341467,1385.1189717688,2
1,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[1],1109,12,0.19986841600000002,5,2308.3522829754,2661.6537724477,1
2,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[2],1085,12,0.19554304,4,-3734.5302781377004,-468.69967352404007,1
3,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[3],1151,12,0.207437824,2,-2961.5298922958,-1322.5095730266,5
4,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[4],1331,9,0.039979690666667,8,-1245.7998526896001,1044.4134755124,2
5,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[5],1097,12,0.197705728,10,844.8504563357901,3390.6245006343,1
6,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[6],1404,7,0.013555419428571002,12,-502.82959951197,-657.8361725718499,3
7,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[7],1109,12,0.19986841600000002,7,-3203.5926559759005,1045.9379692733999,1
8,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[8],1308,10,0.0707198976,11,1662.1789300007001,1179.9685008839,0
9,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[9],1311,11,0.128876544,3,727.91347449183,-2847.687294962,0
10,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[10],1106,12,0.19932774399999997,13,-1023.3198322917,-3495.4527880540995,1
11,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[11],1126,12,0.202932224,8,-3181.0459559736,2119.7243463277,5
12,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[12],1149,12,0.207077376,13,-2618.7800624645997,2206.9505494385003,5
13,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[13],1153,11,0.113344512,14,2322.2491783222,-718.23206950161,5
14,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[14],1441,9,0.043283797333333,5,832.61170915982,1599.0938462354998,3
15,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[15],1240,11,0.12189696,2,-2834.3121035538,1117.2957308903,4
16,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[16],1468,7,0.014173330285713999,11,-217.32931997883,-89.053761127156,3
17,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[17],1317,9,0.039559168,12,1452.0860142110998,1065.1167843357,0
18,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[18],1296,11,0.127401984,8,-1009.6336323743,2863.7471916409004,0
19,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[19],1439,8,0.024313344,12,956.51717053676,861.4126566180599,3
20,LoRaSim-MinimalTopology-0-20220610-20:35:56-9252,0,0,LoRa.hostSF12[20],1158,12,0.20869939199999998,2,1586.5359940076999,-3680.1617595189,5
