,run,minR,repetition,Module,Packets Sent,SF,TotalEnergyConsumed,TP,X,Y,Clustering_6
11199,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11199],1259,11,0.123764736,14,-15.994366258215,-2964.3000321660998,2
11200,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11200],1308,11,0.128581632,10,-364.60091870989,-2965.0312238036,5
11201,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11201],1271,11,0.124944384,12,-2042.8986707493,-1444.5726884809,2
11202,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11202],1384,8,0.023384064,5,-793.2612147720099,716.20867003852,0
11203,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11203],1339,10,0.0723959808,9,431.02673306424,2040.5668476262,0
11204,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11204],1249,11,0.122781696,13,403.93306875509,2906.0122384935,2
11205,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11205],1142,12,0.20581580800000002,13,-1850.3357441381,2978.2596803784004,4
11206,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11206],1127,12,0.203112448,12,-1471.1842669399,-3134.6363011532003,1
11207,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11207],1259,11,0.123764736,8,91.977407287943,-2987.8698329757,2
11208,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11208],1232,11,0.12111052800000001,8,-106.76843249836,-2837.1238548821,2
11209,LoRaSim-MinimalTopology-0-20220610-21:57:17-972,0,0,LoRa.hostSF12[11209],1111,12,0.20022886399999998,7,-76.737397984297,3767.2956929514003,1
