run,minR,repetition,Module,Packets Sent,SF,TotalEnergyConsumed,TP,X,Y
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8451],567,12,0.102187008,8,-1182.3842856343,3070.1633434424
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8452],559,12,0.100745216,9,1283.9820982539,3983.3004010216
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8453],563,12,0.101466112,14,-627.47682070059,-3468.6028780569
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8454],696,10,0.0376307712,12,-2393.6263505441,46.100124263675
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8455],549,12,0.098942976,7,1361.1117233943,-3294.857754773
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8456],569,12,0.102547456,3,-266.0911610701,3551.3661916052
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8457],623,11,0.061243392,11,2430.7289138468,-1468.8709224078
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8458],642,11,0.063111168,7,-2949.1521475582,-221.91072512059
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8459],674,10,0.0364412928,4,-644.87744708108,2068.8104559054
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8460],564,12,0.101646336,9,-4200.6744172121,-700.52364368054
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8461],699,9,0.020996096,11,-1191.4367164346,-972.04154124563
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8462],573,12,0.103268352,5,-2836.2050533135,-2655.2268776132
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8463],660,11,0.06488064,4,-2464.8610698022,-89.145073593455
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8464],590,12,0.10633216,9,2429.2694276525,-3157.2775885817
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8465],572,12,0.103088128,3,1848.0693037476,3711.4831622535
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8466],552,12,0.099483648,3,3176.519372356,-2470.0864969783
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8467],679,10,0.0367116288,6,2058.228733985,482.9081637427
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8468],567,12,0.102187008,4,3326.6423434556,-591.91166492657
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8469],568,12,0.102367232,9,945.17210275048,3784.9901271138
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8470],675,9,0.0202752,4,1397.4001067864,642.27371158105
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8471],579,12,0.104349696,9,921.26434962155,3170.7234235923
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8472],628,11,0.061734912,12,-2202.5741869363,-2142.7420693117
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8473],558,12,0.100564992,4,1914.2635169809,-2815.5672286286
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8474],636,11,0.062521344,11,-453.12562432503,3000.3890900149
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8475],643,11,0.063209472,3,2739.0818625516,1269.3479033293
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8476],585,12,0.10543104,3,-4189.1644478281,-71.558544956025
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8477],663,10,0.0358465536,7,-299.42381345045,2097.3102893151
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8478],620,11,0.06094848,2,-1143.3804931821,-2650.5283762758
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8479],732,9,0.021987328,5,-751.25724876673,-1296.9996881475
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8480],631,11,0.062029824,10,2589.407637175,-1023.5923180323
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8481],549,12,0.098942976,5,2980.1909099484,-1390.0517815705
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8482],581,12,0.104710144,4,2880.9068989199,1889.1486181726
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8483],652,11,0.064094208,3,1538.099408181,-2763.1149896256
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8484],627,11,0.061636608,13,2258.7232053148,-1922.6284112596
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8485],567,12,0.102187008,12,-1436.7329692935,3143.7697898197
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8486],582,12,0.104890368,8,3171.4232140107,-2807.2573945857
