run,minR,repetition,Module,Packets Sent,SFF,TotalEnergyConsumed,TP,X,Y
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[0],582,11,0.104890368,8,-3217.598196,-1879.622354
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[1],679,8,0.036711629,12,1654.406947,1633.471348
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[2],581,11,0.104710144,4,1787.170382,-3252.36947
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[3],589,11,0.106151936,2,358.7382678,3841.714889
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[4],679,8,0.020395349,2,1143.541127,1362.205049
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[5],547,11,0.098582528,12,2330.027262,3108.645878
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[6],628,10,0.061734912,3,887.5507439,2622.924126
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[7],556,11,0.100204544,10,-2431.463816,-2092.871488
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[8],606,10,0.059572224,12,312.7246743,2710.902305
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[9],558,11,0.100564992,7,757.1734086,3837.626306
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[10],597,10,0.058687488,11,2932.361359,-800.9901517
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[11],637,10,0.062619648,8,-397.57388,-2845.033343
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[12],574,11,0.103448576,9,3428.860562,1911.799922
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[13],671,8,0.020155051,8,-838.6063242,-1154.28083
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[14],566,11,0.102006784,3,-3215.31764,2380.002891
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[15],615,10,0.06045696,7,-2.015209754,-2717.095523
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[16],702,7,0.00677771,13,-30.71434241,-890.0833764
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[17],668,10,0.065667072,2,-1029.920466,2288.600784
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[18],719,7,0.006941842,9,-219.1645466,475.4402128
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[19],700,8,0.0118272,11,-1044.877046,192.2597796
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[20],645,10,0.06340608,13,1416.028343,2504.572986
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[21],698,8,0.020966059,3,382.8693847,-1342.690486
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[22],551,11,0.099303424,14,1423.544084,-3769.162172
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[23],665,10,0.06537216,9,1193.369974,-2415.998769
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[24],562,11,0.101285888,7,3243.491325,1424.414326
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[25],578,11,0.104169472,5,1560.880806,2808.227838
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[26],638,10,0.062717952,11,-617.4126833,-2693.626807
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[27],563,11,0.101466112,3,-2255.951451,-3152.723858
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[28],565,11,0.10182656,14,-3098.584307,1444.692745
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[29],696,9,0.037630771,2,2002.863662,857.525589
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[30],547,11,0.098582528,5,168.7822415,-4247.032203
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[31],592,11,0.106692608,5,3743.75855,-1420.497264
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[32],562,11,0.101285888,7,908.8949993,-3324.934157
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[33],575,11,0.1036288,10,-2295.018257,-2362.147548
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[34],644,10,0.063307776,3,1506.709485,-2609.817433
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[35],571,11,0.102907904,5,-3141.062186,-1155.049837
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[36],556,11,0.100204544,2,4223.432869,-75.78437086
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[37],614,10,0.060358656,5,2121.923897,-1975.293624
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[38],575,11,0.1036288,7,1697.609981,2919.353145
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[39],637,10,0.062619648,6,2354.862526,-1754.117114
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[40],687,9,0.037144166,10,386.420252,2191.962039
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[41],699,8,0.020996096,7,995.8700629,1050.680516
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[42],594,11,0.107053056,8,2614.845367,2941.788647
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[43],626,8,0.033846067,5,1500.128215,-1689.345983
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[44],562,11,0.101285888,10,-2160.470239,2930.082033
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[45],586,11,0.105611264,11,-1078.826586,-3780.469522
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[46],564,11,0.101646336,8,2517.340631,2895.356344
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[47],673,8,0.036387226,2,1780.507481,574.8081538
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[48],575,11,0.1036288,5,-3758.180266,-40.5752053
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[49],686,7,0.006623232,14,492.0886275,-131.0964169
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[50],633,8,0.034224538,8,477.1423411,-2320.396874
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[51],568,11,0.102367232,14,-3805.768246,-773.0300536
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[52],563,11,0.101466112,14,-1708.746231,3007.751731
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[53],649,10,0.063799296,14,2200.260691,1673.172125
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[54],535,10,0.09641984,10,1175.130785,3375.026603
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[55],579,11,0.104349696,2,-199.433526,3351.648218
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[56],556,11,0.100204544,5,-3478.749144,-1722.014712
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[57],505,10,0.09101312,5,-3981.637729,1209.499739
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[58],580,11,0.10452992,12,2050.444383,-3207.087442
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[59],633,10,0.062226432,12,-825.1750006,-2403.082604
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[60],667,8,0.020034901,7,985.7748711,1085.364366
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[61],617,10,0.060653568,9,2823.219727,34.29434204
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[62],559,11,0.100745216,4,-705.2552852,-3125.559137
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[63],674,10,0.066256896,4,1035.836175,2720.286156
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[64],645,10,0.06340608,5,-1991.073433,1850.799432
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[65],751,8,0.012688896,13,-273.4430155,1188.901549
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[66],660,10,0.06488064,14,3008.739836,159.5962941
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[67],650,10,0.0638976,13,-432.7220901,2368.553434
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[68],571,11,0.102907904,4,-2886.480264,1531.660169
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[69],566,11,0.102006784,12,2758.043093,-1901.021669
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[70],693,8,0.020815872,9,-1151.481479,-1152.93882
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[71],677,8,0.036603494,7,1736.476415,677.5837354
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[72],576,11,0.103809024,4,2410.931842,3131.195116
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[73],533,10,0.096059392,2,-92.177808,-3633.140637
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[74],566,11,0.102006784,5,-3682.455774,544.7435961
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[75],572,11,0.103088128,3,-2569.633516,2935.88062
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[76],729,7,0.007038391,4,978.8807299,258.0972556
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[77],577,11,0.103989248,8,-3238.823184,2346.96496
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[78],658,10,0.064684032,6,-1814.999565,1860.915875
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[79],670,10,0.06586368,10,1056.313727,2548.831539
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[80],612,11,0.110297088,8,3371.169496,376.9274991
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[81],561,11,0.101105664,3,3483.242209,-1837.814187
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[82],594,11,0.107053056,9,-3789.007923,-482.2311873
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[83],698,9,0.037738906,9,17.85061226,-1898.439792
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[84],649,8,0.035089613,10,-273.9957199,-2218.822144
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[85],553,11,0.099663872,9,-2811.387337,-2301.011022
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[86],554,11,0.099844096,6,-425.7195601,-3398.978587
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[87],589,11,0.106151936,10,2439.865601,-3145.956517
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[88],651,10,0.063995904,7,944.530315,2980.071284
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[89],775,7,0.007482514,2,523.6902334,863.1976702
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[90],653,10,0.064192512,11,2366.732328,-649.2735565
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[91],573,11,0.103268352,5,1503.203339,3827.496681
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[92],628,8,0.033954202,5,978.443518,1877.064261
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[93],586,11,0.105611264,13,-593.5880753,3249.183248
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[94],691,9,0.037360435,12,1709.762277,1550.662188
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[95],670,10,0.06586368,13,-174.5113355,2685.556397
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[96],570,11,0.10272768,4,-3723.279102,-1783.793069
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[97],673,8,0.036387226,2,2110.704548,-627.0658403
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[98],538,11,0.096960512,3,-2705.439947,-3205.838325
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[99],608,10,0.059768832,10,-2439.234382,-52.77546271
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[100],651,10,0.063995904,4,1747.568743,2534.048609
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[101],626,10,0.061538304,2,-2871.462082,1076.893094
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[102],726,8,0.021807104,2,-576.2376167,1590.634869
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[103],728,8,0.021867179,9,1313.015056,1011.983378
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[104],678,8,0.036657562,12,-1629.284411,-1339.073809
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[105],572,11,0.103088128,8,-427.7869194,3605.005754
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[106],549,11,0.098942976,6,-3926.025123,-477.2514771
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[107],565,11,0.10182656,3,2309.671395,-3409.808833
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[108],548,11,0.098762752,10,-3291.234422,2306.713722
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[109],739,8,0.012486144,6,1154.726763,-132.5508655
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[110],723,8,0.021716992,3,1599.31161,73.38388905
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[111],706,8,0.021206357,6,1186.103942,914.6980168
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[112],574,11,0.103448576,10,-3059.119812,2469.176292
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[113],568,11,0.102367232,3,-3374.345623,-471.4218571
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[114],612,10,0.060162048,6,-1722.218733,2108.223077
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[115],660,10,0.06488064,3,-2209.210131,2082.677502
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[116],667,8,0.020034901,8,387.0462366,1352.936372
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[117],650,8,0.03514368,4,2065.437673,815.0062405
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[118],573,10,0.056328192,8,2446.060903,398.5714327
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[119],575,11,0.1036288,10,1256.294317,-3697.779417
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[120],675,8,0.03649536,8,-1395.261489,-1696.406416
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[121],576,11,0.103809024,8,817.3605624,-3669.739775
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[122],675,8,0.0114048,6,-119.1290658,1143.886252
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[123],640,10,0.06291456,7,665.7456156,-2476.654918
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[124],542,11,0.097681408,5,-1953.95054,-2542.538605
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[125],643,8,0.006208073,10,-164.7345647,107.5733572
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[126],566,11,0.102006784,12,467.0853035,-3561.122671
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[127],587,11,0.105791488,2,-43.53593175,-3441.043335
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[128],665,8,0.019974827,3,-872.5200496,-1398.716699
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[129],622,8,0.033629798,13,1522.841648,1273.665916
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[130],676,8,0.020305237,11,808.7882274,-1247.064463
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[131],649,8,0.019494229,3,-683.5732139,1320.48421
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[132],608,10,0.059768832,5,-1985.991366,-2081.202807
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[133],685,9,0.037036032,2,1568.098869,-1328.608197
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[134],698,9,0.037738906,9,1302.430708,1427.210313
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[135],711,7,0.006864603,2,210.4142823,-215.3297102
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[136],574,11,0.103448576,4,-1365.451226,3570.651581
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[137],609,10,0.059867136,6,-1580.760488,-2745.381448
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[138],639,10,0.062816256,4,-2236.730406,-1803.62639
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[139],653,8,0.011033088,10,723.0842851,904.4303268
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[140],664,10,0.065273856,3,1131.600421,-2251.860977
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[141],668,8,0.03611689,6,-1479.50413,-1442.766725
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[142],549,11,0.098942976,9,-1541.461667,3180.210259
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[143],655,8,0.035414016,7,-2002.959963,850.3492304
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[144],591,11,0.106512384,7,3394.697229,-2151.019462
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[145],651,10,0.063995904,9,-1097.537758,-2444.197845
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[146],558,11,0.100564992,8,-4014.159795,-1359.53262
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[147],594,11,0.107053056,5,-3368.821832,2125.902017
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[148],595,11,0.10723328,7,3701.894118,-1007.430899
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[149],611,10,0.060063744,13,2875.863325,927.5123128
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[150],605,10,0.05947392,13,-2815.200188,-796.1249294
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[151],565,11,0.10182656,14,3570.451241,-583.9789605
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[152],667,8,0.036062822,9,2003.448225,370.7090454
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[153],538,11,0.096960512,13,-3873.349217,714.1518985
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[154],610,10,0.05996544,9,1371.902642,-2244.030955
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[155],577,11,0.103989248,4,1036.496368,3335.305758
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[156],561,11,0.101105664,5,-1289.481589,3212.431968
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[157],553,11,0.099663872,2,3878.990012,-865.117411
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[158],629,10,0.061833216,5,2302.327302,-1238.753413
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[159],630,8,0.034062336,9,-1096.370288,1611.152279
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[160],637,10,0.062619648,2,-1066.236936,-2983.51264
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[161],654,10,0.064290816,7,2217.30248,-1517.183626
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[162],590,11,0.10633216,2,3226.450489,884.0874946
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[163],534,10,0.096239616,11,1831.528269,2945.488857
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[164],562,11,0.101285888,2,3334.886939,1282.510962
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[165],561,11,0.101105664,12,-566.3402726,3526.511891
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[166],657,8,0.03552215,12,1193.20329,-2025.15463
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[167],534,10,0.096239616,2,-1937.280044,2954.667509
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[168],596,10,0.058589184,10,-2544.574454,-1059.268941
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[169],570,11,0.10272768,7,-140.2543404,-3530.026171
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[170],665,10,0.06537216,8,2145.276582,1698.543828
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[171],710,7,0.006854949,8,-334.9146781,358.6761613
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[172],554,11,0.099844096,2,-4118.872938,-935.1426626
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[173],728,8,0.012300288,13,-642.4203557,859.2147821
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[174],675,8,0.0202752,10,-218.6126934,1623.809222
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[175],564,11,0.101646336,8,-484.5116302,3326.436857
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[176],611,10,0.060063744,10,733.4271595,-2327.95855
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[177],573,11,0.103268352,11,-905.7764301,-3774.594495
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[178],558,11,0.100564992,12,-1465.853149,3654.065239
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[179],573,11,0.103268352,9,3667.997924,1227.036665
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[180],568,11,0.102367232,9,3290.605943,2019.101436
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[181],644,10,0.063307776,12,-1456.045131,2603.358473
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[182],567,11,0.102187008,9,-340.9495263,3759.715902
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[183],569,11,0.102547456,3,-930.1289852,-3092.29841
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[184],612,10,0.060162048,4,-2798.11235,1339.158234
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[185],728,8,0.012300288,12,1353.003325,94.22550023
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[186],656,10,0.064487424,11,-1622.701132,2134.527333
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[187],616,10,0.060555264,3,-1526.986261,-2344.616956
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[188],708,7,0.006835639,2,561.9327765,266.7019382
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[189],727,8,0.012283392,12,23.85495458,-1052.036584
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[190],678,8,0.036657562,2,135.3720735,1976.053243
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[191],585,11,0.10543104,9,-1320.784191,3353.918525
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[192],560,11,0.10092544,11,-1436.831132,-3243.318051
LoRaSim-MinimalTopology-0-20220602-12:01:46-16996,0,0,LoRa.hostSF12[193],635,10,0.06242304,4,-2603.501612,1405.357751
